applicant_id,age,income,credit_score,employment_years,education,gender,ethnicity,loan_amount,loan_purpose,approved
A01704,50,91812,704,8.9,Bachelor,Female,Asian,29744,personal,1
A01705,40,48140,586,6.5,PhD,Female,Black,89338,auto,1
A01706,32,27237,735,3.1,Master,Male,White,127801,auto,1
A01707,36,21824,679,0.3,High School,Male,White,9586,education,1
A01708,53,42701,641,1.5,Bachelor,Female,Asian,13666,education,1
A01709,54,31125,656,0.4,Master,Male,Asian,33270,education,0
A01710,30,55444,624,2.1,High School,Male,White,56107,home,0
A01711,44,21144,751,11.3,Bachelor,Female,Black,3900,personal,1
A01712,64,79843,566,0.9,High School,Female,White,23620,auto,0
A01713,32,52539,600,14.8,Bachelor,Male,White,14917,home,1
A01714,51,54934,653,2.9,Bachelor,Female,Asian,4725,education,1
A01715,28,116383,809,0.5,Bachelor,Female,Asian,7557,business,1
A01716,57,37696,764,0.6,PhD,Female,White,13985,home,1
A01717,28,31713,548,5.1,Bachelor,Male,Asian,23087,personal,0
A01718,34,35289,788,5.0,PhD,Female,Hispanic,49339,business,1
A01719,41,43672,787,2.9,Master,Female,Hispanic,29245,personal,1
A01720,37,46417,586,0.4,Bachelor,Male,Hispanic,47006,business,1
A01721,28,29779,478,6.4,Bachelor,Female,White,22502,home,0
A01722,49,20000,674,3.3,Bachelor,Female,Asian,12532,auto,1
A01723,21,35011,769,1.0,Master,Male,White,19015,personal,1
A01724,64,60833,807,0.9,High School,Male,White,38423,education,1
A01725,23,53196,610,2.5,PhD,Male,White,50314,home,0
A01726,35,100683,820,1.1,Bachelor,Female,Hispanic,19568,home,1
A01727,61,158465,501,8.9,Bachelor,Male,White,10474,education,1
A01728,27,77311,650,4.7,Bachelor,Female,White,28811,education,0
A01729,24,112365,646,8.5,Bachelor,Male,Hispanic,32285,auto,1
A01730,53,77657,772,7.7,Master,Female,White,59052,home,1
A01731,24,136754,783,15.5,Master,Female,White,12797,business,1
A01732,60,148822,756,2.5,High School,Female,White,12910,education,1
A01733,40,86742,571,2.6,Bachelor,Female,Hispanic,40333,home,1
A01734,59,74893,749,3.4,Bachelor,Male,White,15899,home,1
A01735,31,43341,720,1.9,Bachelor,Male,White,15371,auto,1
A01736,27,47819,546,4.1,Bachelor,Female,White,60072,education,0
A01737,63,40026,514,6.5,High School,Male,Asian,7355,auto,0
A01738,54,71164,763,3.2,Master,Female,Hispanic,114115,home,1
A01739,61,31818,665,9.8,Bachelor,Female,White,13492,personal,1
A01740,35,43710,577,2.2,Bachelor,Female,Asian,44063,business,1
A01741,38,20000,663,0.3,Master,Male,Hispanic,20190,education,1
A01742,46,137840,709,15.5,Master,Female,Hispanic,27366,auto,1
A01743,40,42946,673,10.2,Master,Male,White,17850,business,1
A01744,31,64430,555,5.2,High School,Female,White,43706,personal,0
A01745,37,117556,830,1.2,High School,Female,Hispanic,16682,business,1
A01746,47,58698,760,1.4,Master,Female,White,13927,auto,1
A01747,22,116611,653,7.9,High School,Female,White,93964,auto,1
A01748,35,23270,656,25.2,High School,Male,White,22550,personal,1
A01749,33,206576,708,7.2,High School,Female,White,12828,home,1
A01750,24,94114,589,9.3,Bachelor,Female,Black,6685,auto,0
A01751,26,55576,705,1.7,Other,Male,White,97974,home,0
A01752,42,115271,573,8.0,High School,Female,Black,14164,business,1
A01753,25,24314,674,2.7,High School,Female,Hispanic,114630,education,0
A01754,36,41226,586,11.9,PhD,Non-binary,White,30305,home,1
A01755,45,116605,590,6.5,Other,Female,White,24693,personal,0
A01756,59,20000,811,2.8,High School,Male,White,25232,education,1
A01757,25,68615,684,5.9,PhD,Female,White,129671,auto,1
A01758,40,67461,696,2.2,High School,Male,Hispanic,3813,personal,0
A01759,25,159777,519,0.9,Master,Female,Black,26146,business,1
A01760,39,20000,632,11.8,High School,Male,Asian,17815,home,0
A01761,42,128769,716,5.9,Bachelor,Female,Other,18574,personal,1
A01762,56,35042,695,1.7,High School,Male,White,24821,home,1
A01763,40,37488,507,1.1,Master,Male,Black,17800,personal,0
A01764,62,23548,696,4.8,High School,Male,White,25604,auto,1
A01765,27,25521,709,0.3,Bachelor,Female,White,21614,auto,1
A01766,23,62449,782,1.3,Master,Male,White,7701,home,1
A01767,21,25149,627,2.5,High School,Male,White,29884,personal,0
A01768,36,76433,500,9.9,PhD,Male,Black,39059,education,0
A01769,29,32932,600,2.4,Bachelor,Male,Black,14276,business,0
A01770,25,23675,592,10.1,High School,Female,White,98156,personal,1
A01771,31,35714,738,11.0,High School,Female,White,64116,education,1
A01772,63,59995,462,15.8,Bachelor,Male,Black,43267,auto,0
A01773,56,41505,644,3.0,High School,Male,Hispanic,42849,business,1
A01774,21,50037,794,0.7,Bachelor,Male,Black,22563,education,1
A01775,61,74438,680,2.8,Bachelor,Male,White,54890,auto,1
A01776,30,93849,751,5.1,Bachelor,Male,White,77389,personal,1
A01777,38,40698,548,5.6,Bachelor,Male,Hispanic,42041,personal,0
A01778,35,26198,551,1.2,Master,Male,Hispanic,13957,auto,0
A01779,38,51310,794,2.7,Bachelor,Male,White,21338,business,1
A01780,54,65016,688,1.8,Bachelor,Female,White,34854,personal,1
A01781,52,20405,688,5.3,PhD,Male,White,43053,business,1
A01782,47,28728,590,2.0,High School,Female,Black,20702,home,0
A01783,48,31840,688,1.5,Bachelor,Female,White,13996,personal,0
A01784,53,43273,588,4.2,PhD,Female,Black,78226,home,1
A01785,29,31050,774,2.1,Bachelor,Male,Asian,9340,business,1
A01786,38,74923,850,0.4,Other,Female,White,10372,education,1
A01787,25,20000,718,9.0,Bachelor,Female,White,7618,home,1
A01788,51,20000,629,1.0,Bachelor,Non-binary,White,10354,business,1
A01789,40,40121,477,0.2,Bachelor,Female,White,59747,auto,0
A01790,49,44117,545,3.9,High School,Male,Asian,61369,personal,0
A01791,45,20480,804,1.5,Other,Female,Other,20759,personal,1
A01792,33,34062,597,0.3,High School,Female,White,32762,education,0
A01793,27,38536,650,2.6,Other,Male,Asian,21842,business,1
A01794,63,38716,732,2.2,Master,Male,White,8488,home,1
A01795,33,53697,798,21.3,PhD,Female,Black,129895,personal,1
A01796,25,32960,664,11.7,Other,Male,Black,66157,business,1
A01797,34,118978,647,5.8,Bachelor,Female,White,29247,auto,1
A01798,60,65704,685,4.3,Other,Male,White,11106,home,0
A01799,32,30204,629,10.1,Master,Female,Black,18399,education,1
A01800,64,51880,634,8.5,Bachelor,Male,White,12658,personal,0
A01801,41,52807,712,3.2,Master,Female,Other,23814,personal,1
A01802,58,101603,694,10.8,High School,Female,White,28224,home,1
A01803,49,34192,850,6.1,High School,Female,White,16765,business,1
A01804,22,77683,715,19.5,High School,Male,Asian,6880,home,1
A01805,43,50267,772,5.0,Bachelor,Male,White,121254,auto,1
A01806,39,119963,594,10.3,High School,Male,White,26636,education,1
A01807,29,106354,722,18.8,Bachelor,Male,White,31738,home,1
A01808,45,55170,622,14.6,Master,Non-binary,White,15710,home,1
A01809,25,41882,711,9.5,Master,Male,White,6313,personal,1
A01810,51,66433,735,8.3,PhD,Male,White,20606,business,1
A01811,57,43990,683,5.5,Other,Female,White,17007,business,0
A01812,25,134347,850,5.4,PhD,Male,White,38856,education,1
A01813,42,51383,794,1.3,Bachelor,Male,Asian,45472,education,1
A01814,49,38430,774,4.6,High School,Female,Asian,40620,home,1
A01815,23,37206,741,3.9,PhD,Male,White,48563,education,1
A01816,38,23675,821,3.8,High School,Female,Other,93240,business,1
A01817,32,68455,565,0.2,High School,Female,Asian,30087,auto,1
A01818,22,29971,789,2.5,Bachelor,Male,Asian,53070,education,1
A01819,56,94739,600,7.0,Bachelor,Female,Hispanic,32698,education,1
A01820,40,22566,634,3.0,Master,Female,White,4817,personal,0
A01821,54,52909,724,4.7,High School,Male,White,19465,home,1
A01822,46,97746,778,1.8,Master,Female,Asian,11001,home,1
A01823,59,20000,587,1.9,High School,Male,White,26506,auto,0
A01824,64,164548,638,0.6,High School,Female,Asian,11698,home,1
A01825,47,37980,687,7.1,Bachelor,Female,Hispanic,35758,personal,1
A01826,36,53351,665,0.2,Bachelor,Male,White,48282,auto,1
A01827,39,69069,748,1.4,Master,Male,White,57690,auto,1
A01828,57,75786,850,1.1,High School,Male,Other,80451,auto,1
A01829,39,57776,713,3.5,High School,Female,White,5762,personal,1
A01830,43,89181,621,1.6,High School,Female,Hispanic,8440,business,1
A01831,29,66932,576,11.3,Master,Male,Other,229177,education,1
A01832,64,141001,653,3.0,Other,Male,White,49395,business,1
A01833,49,67063,604,2.8,Master,Female,White,26358,home,0
A01834,35,159337,717,4.6,Bachelor,Male,White,22598,business,1
A01835,46,84174,716,4.1,PhD,Male,Hispanic,21046,auto,0
A01836,38,20000,642,0.6,High School,Male,White,4689,auto,1
A01837,27,234840,838,11.7,High School,Female,White,11874,home,1
A01838,59,34731,621,3.4,Bachelor,Male,White,20141,home,1
A01839,59,120249,670,10.6,High School,Female,White,12423,business,0
A01840,57,49815,731,9.7,Bachelor,Female,White,13792,personal,1
A01841,37,92656,751,3.5,Bachelor,Male,White,170584,personal,1
A01842,32,32432,782,5.5,Bachelor,Female,Hispanic,18009,auto,0
A01843,23,71356,714,0.3,Bachelor,Male,White,27515,business,1
A01844,53,42111,764,0.4,Bachelor,Male,Hispanic,26743,home,1
A01845,35,126424,626,1.4,High School,Female,Asian,35297,business,1
A01846,60,63780,753,6.0,PhD,Male,Black,15035,education,1
A01847,59,85953,752,3.9,Master,Female,Black,59729,personal,1
A01848,26,20000,801,11.4,High School,Female,White,31408,home,1
A01849,61,46567,546,3.8,High School,Male,Black,7865,business,0
A01850,27,62713,607,1.9,High School,Non-binary,White,20211,education,0
A01851,42,56059,745,5.7,High School,Female,White,19192,education,0
A01852,41,87264,467,1.6,High School,Male,Black,18498,education,0
A01853,63,39358,719,3.7,High School,Female,White,33104,business,1
A01854,49,50476,764,10.4,Master,Female,White,36599,education,1
A01855,59,99581,633,13.7,Master,Male,Black,33300,education,0
A01856,47,20000,645,0.3,Master,Male,White,28886,education,0
A01857,57,69815,594,6.3,Bachelor,Male,White,23588,home,1
A01858,58,40121,638,11.1,Master,Male,White,3940,business,1
A01859,58,28356,640,0.4,Master,Male,White,41040,business,1
A01860,39,59989,625,3.5,PhD,Female,White,32554,education,1
A01861,37,102382,620,1.0,Master,Female,White,10018,business,1
A01862,64,91444,658,3.2,Master,Female,White,27569,auto,1
A01863,54,45203,657,15.7,Master,Male,Black,36988,auto,1
A01864,61,82904,829,1.5,Bachelor,Male,Other,56218,personal,1
A01865,46,82523,648,3.5,High School,Male,Black,33131,personal,1
A01866,61,46517,707,9.3,High School,Male,White,28489,personal,1
A01867,52,32342,633,2.4,Bachelor,Female,Black,46977,home,0
A01868,53,33485,632,1.3,High School,Male,Asian,17236,education,1
A01869,28,81041,543,6.2,High School,Female,Asian,30625,business,0
A01870,45,47796,554,3.0,High School,Male,White,13401,home,0
A01871,53,26167,583,4.8,Bachelor,Female,White,53542,personal,1
A01872,54,20000,694,4.3,Other,Female,White,6076,business,0
A01873,63,80748,766,0.6,Bachelor,Female,Hispanic,42335,auto,1
A01874,35,35310,537,16.9,High School,Female,White,22340,education,0
A01875,34,59768,636,3.5,Bachelor,Female,Asian,47682,personal,0
A01876,63,103138,570,1.9,Bachelor,Female,White,11796,personal,1
A01877,64,22351,658,3.4,Master,Male,Black,23670,personal,0
A01878,28,47711,766,1.9,Bachelor,Male,White,23121,personal,1
A01879,37,44248,644,3.7,High School,Female,White,31166,business,1
A01880,62,61564,676,5.1,Bachelor,Male,White,9527,personal,1
A01881,29,103104,796,0.5,High School,Female,Hispanic,36642,personal,1
A01882,55,22077,716,13.1,Master,Male,White,5030,home,1
A01883,25,69001,619,0.6,PhD,Female,White,12909,business,1
A01884,28,91027,692,0.9,PhD,Male,Hispanic,6309,auto,1
A01885,55,43834,613,16.2,High School,Female,Asian,42726,education,0
A01886,47,45140,713,3.3,Master,Male,Hispanic,30336,home,1
A01887,45,63011,721,17.7,Master,Male,Hispanic,31724,business,1
A01888,58,60288,570,1.4,PhD,Female,White,71578,personal,1
A01889,34,69522,694,4.2,High School,Male,Asian,17107,education,1
A01890,43,68649,670,2.8,Bachelor,Male,White,35870,business,1
A01891,47,27195,723,2.7,High School,Female,Asian,23221,auto,1
A01892,53,88801,746,12.7,High School,Female,Hispanic,20558,business,1
A01893,35,98722,718,1.4,Master,Male,White,62648,home,1
A01894,48,54811,655,2.5,Bachelor,Female,White,116483,personal,1
A01895,40,20000,754,0.5,High School,Male,Hispanic,15596,auto,1
A01896,44,45759,610,9.7,Master,Male,Black,42914,education,0
A01897,58,55085,574,0.6,Bachelor,Female,Black,28432,personal,0
A01898,38,24667,424,0.6,Other,Male,Other,28706,home,0
A01899,50,39494,674,1.4,Master,Male,White,26842,personal,1
A01900,62,21044,614,7.2,PhD,Male,White,16874,business,0
A01901,54,70571,711,6.8,Master,Female,Black,1251,personal,1
A01902,64,54153,522,5.7,High School,Female,White,75195,education,1
A01903,46,20000,628,22.0,High School,Male,Black,12634,auto,0
A01904,33,60529,717,8.8,PhD,Female,Asian,18155,education,1
A01905,64,47386,597,2.7,High School,Female,White,18467,education,1
A01906,49,66826,712,3.6,Bachelor,Male,Hispanic,11765,personal,1
A01907,31,38757,635,2.1,Bachelor,Non-binary,Hispanic,26693,education,0
A01908,34,30306,677,12.1,High School,Male,White,21259,education,1
A01909,32,30868,727,8.7,High School,Male,Hispanic,12416,home,0
A01910,57,35493,756,2.1,Bachelor,Male,Hispanic,24820,auto,1
A01911,25,49577,687,3.6,Bachelor,Male,White,21451,education,1
A01912,53,53571,614,1.8,Master,Female,White,46271,auto,1
A01913,45,43720,643,4.3,High School,Female,White,7537,auto,1
A01914,24,38025,730,2.0,Bachelor,Female,Black,11564,home,1
A01915,47,39702,598,10.0,High School,Male,White,39349,personal,1
A01916,54,220716,665,9.5,Bachelor,Male,White,13203,personal,1
A01917,52,30870,649,8.7,High School,Male,Asian,10692,auto,1
A01918,44,35074,671,7.8,High School,Male,Hispanic,13735,home,0
A01919,35,300000,599,0.8,Master,Female,Hispanic,20317,personal,1
A01920,28,63108,531,0.7,High School,Female,Other,20378,personal,0
A01921,21,21418,721,16.0,Master,Female,White,18620,personal,1
A01922,36,81276,757,13.2,High School,Female,White,9673,education,1
A01923,48,28395,536,5.5,High School,Male,Black,40885,business,0
A01924,22,84578,709,3.5,High School,Male,White,63638,business,0
A01925,64,43192,766,4.4,PhD,Male,White,4777,auto,1
A01926,46,37651,727,9.8,Bachelor,Female,Hispanic,6356,education,1
A01927,33,128733,646,7.9,High School,Male,White,49132,auto,1
A01928,63,68860,604,3.6,Bachelor,Male,White,77329,business,0
A01929,29,87885,686,2.5,Bachelor,Female,Black,4010,personal,1
A01930,63,63637,699,1.1,Master,Male,Black,42291,home,1
A01931,33,37546,687,8.3,Other,Female,White,81658,home,1
A01932,37,70743,665,0.4,Bachelor,Male,White,11048,auto,0
A01933,39,101268,593,1.1,Bachelor,Female,Asian,77943,home,0
A01934,64,53148,713,8.3,Bachelor,Male,Asian,19103,home,1
A01935,32,144492,717,4.4,Other,Female,White,28330,personal,1
A01936,63,81657,696,1.3,Bachelor,Female,White,12389,education,1
A01937,36,55669,688,0.7,High School,Male,Black,49061,business,0
A01938,33,57004,814,18.8,Other,Female,White,42940,education,1
A01939,49,53228,630,0.8,Other,Female,White,87532,business,1
A01940,51,23138,782,0.8,Bachelor,Female,White,69736,business,1
A01941,36,46441,621,1.5,Bachelor,Female,White,21865,home,1
A01942,26,55977,768,6.7,Master,Female,White,264792,home,1
A01943,38,38190,778,6.4,Master,Male,White,64902,education,1
A01944,44,60030,656,1.8,Bachelor,Male,Hispanic,33942,auto,1
A01945,22,49651,812,1.8,Bachelor,Male,White,9919,personal,1
A01946,24,77980,717,3.1,Bachelor,Female,White,6476,auto,0
A01947,61,72974,609,8.2,Bachelor,Female,White,6932,auto,1
A01948,22,54192,650,5.0,High School,Female,Asian,10436,education,1
A01949,38,21583,770,6.7,Master,Male,White,66293,home,1
A01950,54,143549,753,3.7,High School,Female,White,32521,personal,1
A01951,35,45020,595,4.1,Bachelor,Female,Black,13484,home,1
A01952,42,46698,668,0.5,Master,Male,Hispanic,19757,personal,0
A01953,24,39914,696,5.0,Bachelor,Female,Hispanic,17922,business,1
A01954,55,36568,639,0.7,High School,Male,White,41774,personal,1
A01955,48,123801,850,17.9,PhD,Female,White,10904,auto,1
A01956,58,112603,698,3.8,High School,Male,White,29136,personal,1
A01957,59,63999,675,4.2,PhD,Female,Black,28003,personal,1
A01958,36,45958,775,14.9,High School,Male,White,11169,education,1
A01959,22,71073,650,11.3,Bachelor,Male,White,78464,auto,1
A01960,36,51240,760,5.6,Bachelor,Female,White,17388,home,1
A01961,27,43733,546,5.9,Bachelor,Female,Asian,9954,home,0
A01962,44,60045,643,2.0,Bachelor,Male,White,43577,education,1
A01963,27,37620,763,3.1,High School,Male,White,23007,personal,1
A01964,61,57031,805,0.3,Bachelor,Female,Asian,30538,education,0
A01965,47,55410,618,2.5,High School,Female,Hispanic,8537,personal,0
A01966,32,70386,608,1.3,Master,Male,Black,42189,business,0
A01967,61,33810,725,5.1,Bachelor,Male,Black,125234,business,0
A01968,54,75062,630,0.1,Bachelor,Male,White,8020,business,1
A01969,40,28458,658,6.3,High School,Female,Hispanic,29242,personal,0
A01970,27,34768,750,5.6,Bachelor,Female,White,11751,personal,1
A01971,36,35690,636,10.5,Bachelor,Female,Other,189412,home,1
A01972,46,25764,522,4.0,High School,Male,White,59379,education,0
A01973,54,90165,575,8.7,Master,Female,Black,27603,education,1
A01974,32,27407,680,7.9,High School,Male,White,8247,personal,0
A01975,53,32229,530,1.7,High School,Female,White,10008,auto,0
A01976,33,104114,656,4.8,Master,Male,White,40015,personal,1
A01977,31,34809,568,12.6,High School,Male,Hispanic,7405,education,0
A01978,40,43787,811,4.7,High School,Male,White,7593,personal,1
A01979,28,26709,850,2.7,Master,Male,Other,22182,business,1
A01980,38,80803,595,10.6,Master,Male,White,24507,auto,1
A01981,36,81474,700,0.8,High School,Female,Black,29852,personal,1
A01982,33,76371,603,1.4,High School,Female,Black,15496,home,0
A01983,55,67678,655,0.4,Bachelor,Female,White,45987,home,1
A01984,35,51233,824,0.2,Bachelor,Female,Black,11054,education,1
A01985,51,35788,642,1.9,Bachelor,Male,Hispanic,36363,auto,0
A01986,52,30062,657,2.9,Bachelor,Female,Black,26141,home,0
A01987,50,106291,604,10.3,Master,Male,Black,35614,personal,1
A01988,32,77565,771,21.3,PhD,Male,Black,56703,home,1
A01989,57,32338,418,8.9,Bachelor,Male,White,15301,education,0
A01990,31,50206,644,1.7,High School,Male,White,12979,auto,0
A01991,33,40942,676,0.3,High School,Female,White,5706,auto,1
A01992,59,24911,627,18.8,High School,Male,Black,4379,auto,1
A01993,35,54534,749,4.5,Bachelor,Male,Asian,19133,auto,1
A01994,51,38204,776,4.9,PhD,Female,White,20210,business,1
A01995,22,27680,567,18.6,Bachelor,Male,White,9238,auto,1
A01996,48,20181,847,12.0,High School,Female,White,10972,business,1
A01997,59,20000,566,3.6,Bachelor,Male,Black,74515,education,0
A01998,52,39227,783,15.3,Other,Female,Hispanic,44385,business,1
A01999,46,46580,691,0.6,High School,Female,Hispanic,8028,education,1
